6.603356390979999446e+01,3.900227368419999863e+01,3.022700751880000070e+01,3.642167819550000019e+01,5.958207518800000457e+01,3.964742255639999513e+01,7.313034586470000420e+01,3.996999699250000049e+01,3.635657142859999880e+01,3.738940150380000205e+01,2.345287218050000178e+01,3.738940150380000205e+01,5.695326315789999683e+01,2.903364812030000053e+01,8.022712781949999794e+01,3.222813834589999971e+01,4.022760902259999938e+01,2.900232180449999930e+01,1.635637894739999965e+01,2.964747067669999936e+01,4.442057142859999885e+01,5.706680300749999901e+01,6.119530827069999646e+01,7.997016541349999841e+01,2.861449624060000119e+01,7.738899248119999186e+01,4.331260150380000340e+01,7.293545864659999722e+01,4.313070676689999772e+01,8.448577443610000159e+01
6.433293617019999999e+01,3.497007659570000015e+01,2.994927659570000245e+01,3.344871489359999828e+01,5.885617021279999506e+01,3.527434893619999912e+01,7.072272340429999815e+01,3.618716595739999775e+01,3.603472340429999576e+01,3.436153191489999870e+01,2.447251063829999751e+01,3.314444255320000110e+01,5.398740425529999953e+01,2.827594893619999894e+01,7.863421276600000454e+01,3.040592340429999751e+01,4.272885106380000053e+01,2.614604255320000092e+01,1.686536170209999952e+01,2.705885957449999779e+01,4.820629787229999863e+01,5.566093617020000295e+01,5.642144680850000071e+01,7.635200000000000387e+01,3.512238297869999570e+01,7.604765957450000258e+01,4.668459574470000462e+01,7.026655319149999457e+01,4.546791489359999616e+01,8.548017021279999028e+01
6.505705263160000129e+01,3.490964210530000145e+01,3.090378947369999807e+01,3.490964210530000145e+01,5.941199999999999903e+01,3.632096842109999812e+01,7.098442105259999835e+01,3.632096842109999812e+01,3.767810526320000264e+01,3.632096842109999812e+01,2.497642105260000278e+01,3.660322105260000569e+01,5.574252631579999928e+01,2.757094736840000238e+01,7.888736842109999259e+01,3.265162105259999947e+01,4.219389473679999725e+01,2.813545263159999976e+01,1.679115789469999953e+01,3.208711578949999677e+01,4.755726315790000314e+01,5.353894736840000235e+01,6.082294736840000127e+01,7.301431578950000301e+01,3.372631578949999920e+01,7.273199999999999932e+01,4.727494736839999945e+01,7.019178947369999833e+01,4.727494736839999945e+01,7.865936842109999816e+01
6.522573913040000093e+01,3.726177391299999897e+01,3.202309565219999854e+01,3.726177391299999897e+01,6.000333913040000056e+01,3.912717913040000184e+01,7.231471304350000651e+01,3.838096695650000356e+01,3.761864347830000099e+01,3.875411478260000564e+01,2.530726956519999860e+01,3.800790260870000026e+01,5.643380869569999447e+01,3.092986434780000238e+01,7.791026086959999475e+01,3.166572521739999857e+01,4.167151304349999918e+01,3.104998956520000064e+01,2.045801739130000030e+01,2.990934260869999761e+01,5.188507826090000208e+01,5.416653913039999679e+01,6.559888695649999590e+01,7.270372173910000413e+01,3.724549565219999891e+01,7.419547826090000342e+01,5.030316521740000013e+01,7.009168695649999847e+01,5.156118260870000114e+01,7.826838260869999431e+01
6.672530061350001063e+01,3.962126134969999924e+01,3.224480981600000007e+01,3.804203190180000149e+01,5.856588957060000666e+01,3.962126134969999924e+01,7.251592638040000338e+01,3.988446625769999798e+01,3.698238036810000295e+01,3.909485153370000177e+01,2.250611042939999962e+01,3.830523680980000023e+01,5.724957055210000334e+01,3.067217668710000211e+01,7.776294478529999310e+01,3.173724662580000100e+01,3.803543558280000525e+01,3.093538159510000085e+01,1.592586993869999823e+01,3.067217668710000211e+01,4.329953374229999241e+01,6.488952147239999135e+01,6.067141104289999731e+01,7.752323926380000785e+01,3.119175460119999954e+01,7.699730061350000199e+01,4.496274846629999900e+01,7.370738650310001105e+01,4.422714110430000289e+01,8.687116564420000486e+01
6.968074766360000183e+01,3.996874766359999853e+01,2.918355140190000085e+01,3.756336448599999756e+01,6.286429906539999735e+01,4.016927102800000426e+01,7.689824299069999824e+01,4.117188785049999922e+01,3.640104672900000082e+01,3.936762616820000460e+01,2.176553271030000047e+01,3.856553271030000474e+01,5.976628037380000080e+01,3.165128971960000115e+01,8.331364485979999301e+01,3.535805607479999679e+01,3.940800000000000125e+01,3.054639252340000155e+01,1.494908411209999954e+01,3.215013084110000108e+01,5.246848598129999885e+01,5.879999999999999716e+01,6.486908411209999770e+01,8.247117757009999650e+01,3.199042990650000107e+01,8.166908411209999485e+01,4.930811214949999766e+01,7.848762616819999494e+01,4.943237383179999966e+01,9.389876635510000824e+01
6.413186577180000825e+01,3.429004026850000031e+01,2.957895302010000194e+01,3.313804026849999929e+01,5.779715436240000059e+01,3.515404026849999752e+01,6.902657718119999686e+01,3.429004026850000031e+01,3.476166442950000146e+01,3.371404026849999980e+01,2.410824161070000216e+01,3.313804026849999929e+01,5.866115436239999781e+01,2.709132885909999899e+01,7.622528859060000173e+01,2.910732885909999723e+01,4.023302013420000378e+01,2.709132885909999899e+01,1.950088590600000060e+01,2.766732885909999951e+01,4.685508724830000205e+01,5.300617449659999636e+01,5.578179865770000134e+01,7.057095302010000637e+01,3.389830872480000323e+01,7.028295302009999546e+01,4.512773154359999950e+01,6.509959731540000405e+01,4.541573154359999620e+01,7.805702013420000185e+01
6.746889320390000933e+01,3.941345242719999931e+01,2.935596116500000008e+01,3.962171650490000019e+01,5.955495145630000309e+01,4.045477281550000015e+01,7.559161165049999909e+01,4.003824466020000017e+01,3.747821359219999948e+01,4.045477281550000015e+01,2.102539805829999864e+01,4.003824466020000017e+01,5.601413592229999239e+01,2.733390291260000282e+01,8.413048543690000258e+01,3.129101359219999878e+01,3.976916504849999967e+01,2.691737475729999929e+01,1.186159223299999965e+01,3.191580582519999965e+01,4.789188349510000364e+01,5.690796116500000323e+01,6.684396116499999607e+01,8.002578640779999830e+01,3.018920388349999939e+01,8.127518446599999891e+01,4.810019417479999504e+01,7.127860194170000341e+01,4.851681553399999558e+01,9.106392233009999870e+01
6.580288000000000181e+01,3.475520000000000209e+01,2.747584000000000160e+01,3.618560000000000088e+01,5.865215999999999497e+01,3.732927999999999713e+01,7.295296000000000447e+01,3.589952000000000254e+01,3.634239999999999782e+01,3.704319999999999879e+01,2.032512000000000185e+01,3.761535999999999547e+01,5.750784000000000162e+01,2.503040000000000020e+01,7.927360000000000184e+01,2.863424000000000191e+01,3.634239999999999782e+01,2.617472000000000065e+01,1.288896000000000086e+01,3.132287999999999784e+01,4.806975999999999516e+01,5.534848000000000212e+01,6.551680000000000348e+01,7.336831999999999709e+01,3.119424000000000063e+01,7.479807999999999879e+01,4.921344000000000563e+01,6.764799999999999613e+01,4.949952000000000396e+01,8.309311999999999898e+01
6.412123076919999676e+01,3.674030769230000004e+01,2.946892307690000123e+01,3.839015384620000049e+01,5.862092307689999870e+01,3.784061538459999952e+01,7.127199999999999136e+01,3.729033846149999931e+01,3.634461538459999730e+01,3.949046153849999996e+01,2.286830769230000016e+01,4.004061538460000236e+01,5.697107692310000715e+01,2.848972307689999894e+01,7.594707692309999914e+01,2.958978461539999927e+01,3.661907692309999618e+01,2.931476923079999963e+01,1.681784615380000147e+01,3.399015384620000191e+01,4.899507692310000095e+01,5.434153846149999367e+01,6.577169230770000752e+01,6.919261538460000338e+01,3.276923076920000000e+01,7.221784615379999650e+01,4.927015384619999594e+01,6.754276923080000472e+01,4.954523076920000335e+01,7.689353846150000038e+01
